PAOC_label,SEX_label,PINCP,MARHYP,PAP
Females with own children under 6 years only,Female,8000,1936,0
Females with own children 6 to 17 years only,Female,8000,1936,0
Females with own children under 6 years only,Female,8000,1936,0
Females with own children under 6 years only,Female,7930,1936,4200
Females with own children under 6 years and 6 to 17 years,Female,7500,1936,0
Females with own children 6 to 17 years only,Female,7300,1936,0
Females with own children 6 to 17 years only,Female,7200,1936,0
Females with own children under 6 years and 6 to 17 years,Female,7200,1936,0
Females with own children 6 to 17 years only,Female,7200,1936,0
Females with own children under 6 years only,Female,7000,1936,0
Females with own children 6 to 17 years only,Female,7000,1936,0
Females with own children under 6 years only,Female,7000,1936,0
Females with own children 6 to 17 years only,Female,7000,1936,0
Females with own children under 6 years only,Female,6800,1936,0
Females with own children 6 to 17 years only,Female,6500,1936,0
Females with own children under 6 years only,Female,6500,1936,0
Females with own children 6 to 17 years only,Female,6200,1936,1200
Females with own children under 6 years and 6 to 17 years,Female,6200,1936,0
Females with own children 6 to 17 years only,Female,6000,1936,0
Females with own children under 6 years only,Female,6000,1936,0
Females with own children 6 to 17 years only,Female,6000,1936,0
Females with own children under 6 years only,Female,6000,1936,0
Females with own children under 6 years and 6 to 17 years,Female,6000,1936,0
Females with own children 6 to 17 years only,Female,6000,1936,0
Females with own children 6 to 17 years only,Female,6000,1936,0
Females with own children under 6 years and 6 to 17 years,Female,5800,1936,0
Females with own children 6 to 17 years only,Female,5600,1936,0
Females with own children under 6 years only,Female,5500,1936,0
Females with own children under 6 years only,Female,5400,1936,0
Females with own children under 6 years only,Female,5400,1936,400
Females with own children under 6 years only,Female,5400,1936,5400
Females with own children 6 to 17 years only,Female,5400,1936,5400
Females with own children under 6 years only,Female,5400,1936,0
Females with own children under 6 years only,Female,5200,1936,2400
Females with own children under 6 years only,Female,5200,1936,5000
Females with own children 6 to 17 years only,Female,5100,1936,0
Females with own children under 6 years and 6 to 17 years,Female,5100,1936,4600
Females with own children under 6 years only,Female,5000,1936,0
Females with own children under 6 years only,Female,5000,1936,5000
Females with own children under 6 years only,Female,5000,1936,0
Females with own children under 6 years only,Female,5000,1936,0
Females with own children under 6 years and 6 to 17 years,Female,5000,1936,0
Females with own children under 6 years and 6 to 17 years,Female,5000,1936,0
Females with own children under 6 years only,Female,4900,1936,0
Females with own children under 6 years and 6 to 17 years,Female,4800,1936,0
Females with own children under 6 years only,Female,4800,1936,0
Females with own children under 6 years only,Female,4800,1936,4800
Females with own children 6 to 17 years only,Female,4750,1936,3400
Females with own children 6 to 17 years only,Female,4600,1936,0
Females with own children under 6 years and 6 to 17 years,Female,4500,1936,2400
Females with own children under 6 years only,Female,4400,1936,3600
Females with own children under 6 years and 6 to 17 years,Female,4400,1936,0
Females with own children under 6 years only,Female,4100,1936,0
Females with own children under 6 years only,Female,4000,1936,0
Females with own children 6 to 17 years only,Female,4000,1936,0
Females with own children 6 to 17 years only,Female,3800,1936,0
Females with own children under 6 years and 6 to 17 years,Female,3700,1936,0
Females with own children 6 to 17 years only,Female,3670,1936,3000
Females with own children 6 to 17 years only,Female,3600,1936,3600
Females with own children under 6 years only,Female,3600,1936,3600
Females with own children under 6 years only,Female,3600,1936,0
Females with own children under 6 years only,Female,3600,1936,0
Females with own children 6 to 17 years only,Female,3510,1936,510
Females with own children 6 to 17 years only,Female,3500,1936,0
Females with own children 6 to 17 years only,Female,3360,1936,360
Females with own children under 6 years only,Female,3300,1936,0
Females with own children under 6 years only,Female,3200,1936,1300
Females with own children 6 to 17 years only,Female,3200,1936,0
Females with own children 6 to 17 years only,Female,3100,1936,0
Females with own children 6 to 17 years only,Female,3100,1936,0
Females with own children under 6 years only,Female,3000,1936,0
Females with own children under 6 years only,Female,3000,1936,0
Females with own children under 6 years only,Female,3000,1936,0
Females with own children under 6 years and 6 to 17 years,Female,3000,1936,0
Females with own children under 6 years only,Female,3000,1936,0
Females with own children 6 to 17 years only,Female,3000,1936,0
Females with own children under 6 years only,Female,2800,1936,0
Females with own children under 6 years only,Female,2800,1936,0
Females with own children under 6 years only,Female,2800,1936,0
Females with own children under 6 years only,Female,2600,1936,0
Females with own children under 6 years only,Female,2500,1936,2500
Females with own children under 6 years only,Female,2400,1936,0
Females with own children 6 to 17 years only,Female,2400,1936,2400
Females with own children under 6 years only,Female,2300,1936,0
Females with own children under 6 years only,Female,2300,1936,0
Females with own children under 6 years only,Female,2000,1936,0
Females with own children 6 to 17 years only,Female,2000,1936,0
Females with own children under 6 years only,Female,2000,1936,0
Females with own children 6 to 17 years only,Female,1900,1936,0
Females with own children under 6 years only,Female,1700,1936,0
Females with own children under 6 years only,Female,1500,1936,1500
Females with own children 6 to 17 years only,Female,1500,1936,0
Females with own children under 6 years only,Female,1500,1936,0
Females with own children under 6 years only,Female,1500,1936,0
Females with own children 6 to 17 years only,Female,1400,1936,0
Females with own children under 6 years only,Female,1400,1936,0
Females with own children under 6 years and 6 to 17 years,Female,1300,1936,1300
Females with own children under 6 years and 6 to 17 years,Female,1200,1936,1200
Females with own children under 6 years only,Female,1200,1936,0
Females with own children under 6 years and 6 to 17 years,Female,1100,1936,0
Females with own children under 6 years and 6 to 17 years,Female,1000,1936,0
Females with own children 6 to 17 years only,Female,1000,1936,0
Females with own children under 6 years only,Female,900,1936,0
Females with own children under 6 years only,Female,840,1936,0
Females with own children 6 to 17 years only,Female,800,1936,0
Females with own children under 6 years and 6 to 17 years,Female,800,1936,0
Females with own children 6 to 17 years only,Female,800,1936,0
Females with own children 6 to 17 years only,Female,640,1936,640
Females with own children under 6 years only,Female,570,1936,0
Females with own children 6 to 17 years only,Female,500,1936,0
Females with own children 6 to 17 years only,Female,500,1936,0
Females with own children under 6 years only,Female,500,1936,0
Females with own children under 6 years only,Female,500,1936,0
Females with own children 6 to 17 years only,Female,400,1936,400
Females with own children under 6 years only,Female,350,1936,0
Females with own children under 6 years only,Female,340,1936,340
Females with own children under 6 years only,Female,300,1936,0
Females with own children 6 to 17 years only,Female,180,1936,0
Females with own children under 6 years only,Female,120,1936,0
Females with own children 6 to 17 years only,Female,10,1936,0
Females with own children 6 to 17 years only,Female,0,1936,0
Females with own children under 6 years only,Female,0,1936,0
Females with own children 6 to 17 years only,Female,0,1936,0
